payment_id,date,user_id,detail_id
01GSTC2DMYVVS2DPT4DZ60PQ4E,8/12/2022,01GSTC2DMZEFR85S90A601H78G,01GSTC2DN0FSPX3DEZ53M75QR6
01GSTC2DN09YMFX6TQS0PRRCZM,11/18/2022,01GSTC2DN1ETT1K4RXDP154A7K,01GSTC2DN19KDF5PVVZKW71EMA
01GSTC2DN2G2MYG9Z6V9VTXWBZ,1/6/2022,01GSTC2DN3TZ19QSPT8CAXMJQP,01GSTC2DN3XZDZG9XGWRDC45JS
01GSTC2DN3BGY00PB5Z7AC9R8Q,7/17/2022,01GSTC2DN489FQYR53CXP8936G,01GSTC2DN5ST5GB5JCS6GEKDKV
01GSTC2DN51JT94TAGNT0KQZJQ,2/6/2023,01GSTC2DN6CHQG2433YTKX0K37,01GSTC2DN62GSS3J1BCRHXQC6P
01GSTC2DN77K1NVZHSTNY2J1PX,2/3/2022,01GSTC2DN87S2P3SA833XGR65K,01GSTC2DN8NR77WDA5KYFB53ZE
01GSTC2DN8RBR3MFS35V3ZEDFD,6/12/2022,01GSTC2DN95J0MZBA2X8A80XMM,01GSTC2DNAGDH3VMM8EPEQVPHT
01GSTC2DNAGN0SXW7CH7SB3MCM,3/4/2022,01GSTC2DNB6FFR2V5V0DM13J4T,01GSTC2DNBN5RKTEHRPQJJK5X2
01GSTC2DNCGB55NEED1VTZR9JH,2/3/2023,01GSTC2DNDA3Q66EYBFY6C9R1Y,01GSTC2DNDK383T1JP8C31XT5A
01GSTC2DNEVMDHYSVFH207YW4F,1/21/2023,01GSTC2DNEDCRFGRMW4PQG3ZZB,01GSTC2DNFZDX4CTR7D7Y8P070
01GSTC2DNFVV6X5G8NM25VCZJ5,4/2/2022,01GSTC2DNGPRW587PBM9Z31NNZ,01GSTC2DNGC59NW0KEKBYMG75F
01GSTC2DNHMEWDT19TVW08KBKZ,4/1/2022,01GSTC2DNJMZSYZR6PF427B6T2,01GSTC2DNJY08CHVPC3C13GFHR
01GSTC2DNK0QFZXQEK83SNWT2T,12/15/2022,01GSTC2DNKXA1GJC1GAP6K10EF,01GSTC2DNMTCBW25K7KXH7E45S
01GSTC2DNMH9GDCQ9R2P7KWNW1,9/14/2022,01GSTC2DNNS3JVSYAW3BG8SX69,01GSTC2DNNX19FDH9VA4SQ7S8K
01GSTC2DNPKSP5XCV6JEY61420,3/17/2022,01GSTC2DNQNRDCDTPRQ6A14K61,01GSTC2DNQAR20P5CXZRBD6AKY
01GSTC2DNQZ8D942BFFKRC62QV,10/16/2022,01GSTC2DNRVTMJ3WC7GEZ899GG,01GSTC2DNSY53SZ5KCW9S5YCRQ
01GSTC2DNSFAC7EDDNH0ZH6RHF,9/1/2022,01GSTC2DNTASFVEYF5MWDCSP00,01GSTC2DNT4QWFYFQ86FR8TV7N
01GSTC2DNV1DZZVGJKTXGE4NN9,5/15/2022,01GSTC2DNWKVDPCA1VAB6THDFK,01GSTC2DNWHNYMA09KF47M2SXK
01GSTC2DNWG87Y4YQ125VV3GJD,12/22/2022,01GSTC2DNXYFTVZY8YQVF7330G,01GSTC2DNYPJH6VDRZSXY4QJ5M
01GSTC2DNYT5K07GH65B0173C2,12/30/2022,01GSTC2DNZY3CPG38YTXEB9R72,01GSTC2DNZDBAZ9X79TFD03A71
01GSTC2DP007V126C2YGTDXMBM,11/2/2022,01GSTC2DP1VRQ5ZDYF8TRT09CP,01GSTC2DP1TYRCB80H14RY86WV
01GSTC2DP1QJGM8PC5ESD6VM1C,3/6/2022,01GSTC2DP2PE07FJKFVXKDP367,01GSTC2DP3SSX6G7MG4EB32YTK
01GSTC2DP36ZESTZQ1QT59SAJS,2/22/2022,01GSTC2DP4CXC3S4VTT71N58H1,01GSTC2DP4RRJEX40CB742Q3EX
01GSTC2DP5S9TKB4H1A1ZRK1V2,11/16/2022,01GSTC2DP6T33MTZWVSV2QP9SB,01GSTC2DP62QDXZYS2MAT6ZDJY
01GSTC2DP6NQS3HXTMJC34W05J,3/28/2022,01GSTC2DP75070YQ01301TN9SR,01GSTC2DP80AG6MKMASFXJ918N
01GSTC2DP8EVKV3R1J53T670Q8,7/7/2022,01GSTC2DP9J4DZGRJ9MWR0NVT6,01GSTC2DP9F9BKXD5A7FBABY21
01GSTC2DPAQ291ZCHS4GP3G10P,11/22/2022,01GSTC2DPBT0QECRHMFZVC9TJH,01GSTC2DPB3WQGFXN58A73Q72H
01GSTC2DPBGEGH9CRVQFCDBRBJ,5/6/2022,01GSTC2DPC30N6VEQS76NMNDCC,01GSTC2DPD6JMDWZEM0PXNEAJ8
01GSTC2DPDAXH7784N1AC4C97Y,7/30/2022,01GSTC2DPE77QGSCQRMMCWM38G,01GSTC2DPEXH9G8N0C63S5QMS4
01GSTC2DPF79DHJBBMT0TGY4GV,2/5/2023,01GSTC2DPGZESCYZJBT2PP751R,01GSTC2DPGMD4405MBM90ZDZM8
