cart_id,product_id,quantity,created_at,modified_at,user_id,order_id
01GSTE4M1N73V60W0CEMNGRCHY,01GSTE4M1PFTMN6DEHSKSS5MF6,91,2023-02-15,2022-04-06,01GSTE4M1RE2ETJ91BCSND43JY,01GSTE4M1RD4Q7AT29GASTHDW5
01GSTE4M1SSZ7PNJQJKQRYKF99,01GSTE4M1S8RKZKKN3A8HN7DAE,93,2022-09-02,2022-02-21,01GSTE4M1W4HBN2W9DY4YCGKFG,01GSTE4M1W0T1P22RJX9Z3MR6V
01GSTE4M1XBHMT0VTPEERM79X5,01GSTE4M1X83ZT1N0FZV9Q5HF2,63,2022-07-06,2022-11-13,01GSTE4M207P6RGQ82WF8BHAGM,01GSTE4M208Q62CREZ7DVD5FD6
01GSTE4M21156AJ2XB77VH840K,01GSTE4M21Q4WVTB87YVFQTB69,61,2022-05-31,2022-04-17,01GSTE4M23F3CN1BZ1C5D6T1AM,01GSTE4M241MB4NGGRC9V2PRFG
01GSTE4M2409V24GNRVARDEA25,01GSTE4M25B7QN5VF13R7FWHVF,11,2023-02-05,2022-02-18,01GSTE4M27S8K5A9C7FK6YRA5B,01GSTE4M28HANBR6WWZHVTTR9Z
01GSTE4M281MHTVVPCJZTX5VZQ,01GSTE4M296M52KBE6TTW93V95,95,2022-10-06,2022-01-18,01GSTE4M2BX10JYYWB4DZGFMB7,01GSTE4M2B97GT7PS9MK71PWTA
01GSTE4M2CXVHJVEVB3PGXARHH,01GSTE4M2C2VSNQ8A2AXXXBZVQ,42,2022-03-06,2022-06-11,01GSTE4M2EYGA1E8X5GM4YN7RK,01GSTE4M2FBBDSC16GM5BA39NA
01GSTE4M2FQS54368275329GX8,01GSTE4M2FJ581QXYMQHNASWGV,86,2023-01-01,2022-07-30,01GSTE4M2J6ZWR06T3XYXTW1CQ,01GSTE4M2K56D8STJKTSQCQ939
01GSTE4M2KTV1VY1Q5KCSKSZ90,01GSTE4M2MCX376S799SJ5DCFS,82,2022-02-27,2022-05-04,01GSTE4M2P3CJ0QJYVN8332A1W,01GSTE4M2P5YCK64CB3N78GWBW
01GSTE4M2QH1ZVRWA038WFB4N0,01GSTE4M2Q1GVRHCZTT1FTF72G,67,2022-06-15,2022-01-19,01GSTE4M2SYV5DHG87PDMK32PS,01GSTE4M2TRD7SS88ETB86R99E
01GSTE4M2T4D0TYWRPHZJRET2R,01GSTE4M2V1QCZA5RCSWJRBMCM,79,2022-07-02,2022-05-26,01GSTE4M2W9DSRZ2KT37K8H44B,01GSTE4M2X01G8S181JHEKAQF7
01GSTE4M2X8J6Z9SRK3XYQFK51,01GSTE4M2Y6YC8GGZJ4T91364V,53,2022-12-14,2022-07-06,01GSTE4M307R10621V4E8CHDFF,01GSTE4M307N82ZFJG598BKD6C
01GSTE4M317316HAMA7583J55W,01GSTE4M31KK7HGSXYZ9X06HZ8,37,2022-08-26,2022-04-17,01GSTE4M32XYA7HSDYG9EXJ0Z1,01GSTE4M338CV0TZG7N4TE4KFP
01GSTE4M33W6V32NB8ART7663F,01GSTE4M339YCT7R94J5FPMRQB,33,2022-12-18,2022-06-25,01GSTE4M3485D5TJQ60G57YH6T,01GSTE4M35X8N5EKBZWVM47Z3X
01GSTE4M35NS8E3S6KV1CBBKFP,01GSTE4M35B00FAD8XDN9NVKQD,82,2022-08-01,2022-02-24,01GSTE4M37AZ4PMG06Q7T6ZG31,01GSTE4M38HEPJ8NDKK7ET3AGE
01GSTE4M38X7XSKNH4BP8X7MNJ,01GSTE4M38D2TY01Y96B351NRF,78,2022-10-25,2022-04-04,01GSTE4M3A2AQAQK26XGXDE221,01GSTE4M3BMKWZVQKCDPZXKB71
01GSTE4M3BR9AHJVYNPQ5YMBBX,01GSTE4M3C2SNXE83K18D1Q8ZX,8,2023-01-18,2022-12-28,01GSTE4M3D6GPPRW9CBPASGTG1,01GSTE4M3EYYMDRS5Q8EQHSK4A
01GSTE4M3ERFB2QMYZPNHVZZQG,01GSTE4M3F38QF7VFB1GXW1ZWM,24,2022-09-16,2022-12-01,01GSTE4M3HR6SYY9FWTMGMN2B8,01GSTE4M3HSKHRCMGNQ6YBKT4M
01GSTE4M3J6Z6C03TBZG33FBGN,01GSTE4M3J7XF8QBQKRFAVKX90,16,2022-06-29,2022-07-15,01GSTE4M3MNF81RTBCKXYE86GV,01GSTE4M3MEW6S1SJ8FYBGXVNH
01GSTE4M3NYC8C06VF4GAEVERC,01GSTE4M3NSDQJAJZK7WT5T7DZ,2,2022-04-11,2022-02-24,01GSTE4M3QZ6XVK64E6BB2FHJQ,01GSTE4M3QX1T34J6ZJKKDQATD
01GSTE4M3QJVM1QEV6HMQ9Q3BF,01GSTE4M3R96435Z9P0DBQQTDJ,1,2022-04-23,2023-01-26,01GSTE4M3T2PTJX0S2B8DV5D9Z,01GSTE4M3TJCQ896VTTDD50RR6
01GSTE4M3VWPKD7S41VZJAX9SR,01GSTE4M3WADSF474JH93218K0,15,2023-01-05,2022-03-03,01GSTE4M3X55WBB2DF2AVX4GFY,01GSTE4M3YJCR0V5Q5F4AQ8FKH
01GSTE4M3YAVEY07WAX00C03V3,01GSTE4M3Z379EG415MYEDY47M,65,2022-06-17,2022-11-14,01GSTE4M416ACSMHM9WN6B3QV2,01GSTE4M41YJGZZ299JHJX6KD2
01GSTE4M42JK4CENJYBWDDB7CW,01GSTE4M43RNQTM14RKF1AHK54,21,2022-09-21,2022-11-13,01GSTE4M451CR2FCJ9AW4TJ2YR,01GSTE4M45VZE6TPCD02WDEA1W
01GSTE4M464N9332HSQJWRHTA0,01GSTE4M46DTR3ASTZTP17SVNZ,60,2022-07-22,2022-05-14,01GSTE4M48DXZP8R5ET041P8AZ,01GSTE4M49ZNKKVM6X4G6YEE3V
01GSTE4M490RY15JPHS7GCR1RK,01GSTE4M4A2KP6D0R4652PTP12,6,2022-09-08,2022-11-11,01GSTE4M4C06GG7KM195JEF39F,01GSTE4M4C1T7K2WEQFHM68CEM
01GSTE4M4D55FMJF859QFEX65R,01GSTE4M4EQT6N8W8WC03TEEKH,85,2022-12-14,2022-07-25,01GSTE4M4GMYA45M559SYW405J,01GSTE4M4HNV4253MXM9W1643K
01GSTE4M4HH7PD945NH8SP2DGA,01GSTE4M4JR2FHGB061RBVJPPE,76,2022-03-11,2022-05-08,01GSTE4M4MMSE2RGXBARF1GYFG,01GSTE4M4MQ3NT7HMW14A1S57G
01GSTE4M4NPPJ3P9BXV2KCPV59,01GSTE4M4NQ9W1AC1M96X8PKSW,5,2022-06-23,2022-02-09,01GSTE4MAQABMCP2JA0SCHF05J,01GSTE4MAR2MY5STS0NPTDRGG0
01GSTE4MAS1BFT0WKFYA7N4ATS,01GSTE4MASVKCJBJ8CMQ698MM9,37,2022-10-21,2022-02-21,01GSTE4MAVXHCT1SGM9WC1MAMH,01GSTE4MAWNFM0ZSS0M8CNGX18
01GSTE4MAWJB72WDYRBZ78TEP1,01GSTE4MAXSBGNYWZKB178ZS4B,78,2022-02-18,2022-12-06,01GSTE4MAY13J9YJAFV7WGZ8JP,01GSTE4MAZ2FEZEFQWYVD6N1RH
01GSTE4MAZY0BNZ99DR3M1M0KD,01GSTE4MB04CY1BKFDCYRRBRTK,77,2023-02-01,2023-01-07,01GSTE4MB1Q3R9G95KSP348QHK,01GSTE4MB2DKAV6V18QNM2MTKF
01GSTE4MB2N59VHENX65PPK895,01GSTE4MB35GAP7HD91CSM5F0B,64,2023-02-14,2022-10-06,01GSTE4MB5R8BZ77JEK02R5WNK,01GSTE4MB6AYFK5JX3W03B2HV5
01GSTE4MB67V99R8A4TZT5542C,01GSTE4MB66ZPHQ4R5GFQ622B2,73,2022-05-13,2022-10-23,01GSTE4MB7HG6463TV7B0KVW8X,01GSTE4MB8AMMQHWRRSMG42F7N
01GSTE4MB8Z3MWB36QHMMARE0K,01GSTE4MB9TVYTBN4BZ7DK1XRH,33,2022-06-10,2022-03-23,01GSTE4MBBS48Q41S3PGPQ0RDT,01GSTE4MBB35CAJ9Z0MJCV99B8
01GSTE4MBCX21SQFAHXB9K71PZ,01GSTE4MBC44081Q1HQK6XYE0K,82,2022-08-23,2022-12-29,01GSTE4MBE48WB9G31K57G1VCY,01GSTE4MBFKSZZM5WA91F617RN
01GSTE4MBFH7H81G0Z2GRJWM1N,01GSTE4MBG9N2TKAFVW8F6XYN2,90,2022-03-11,2022-02-04,01GSTE4MBH2KARAYDR5NQB53YP,01GSTE4MBHS27JQ05SMFV1ZVBF
01GSTE4MBJY81VQCS51VH0SFP4,01GSTE4MBJP9E0BS90R8FD77DC,15,2022-08-16,2022-03-25,01GSTE4MBKC5E6EQRZ3T5QG4ZF,01GSTE4MBKYQHSBRQEWMJXAN95
01GSTE4MBM05AJKRJDTJ3DWHAK,01GSTE4MBMF8EMPKBVRFBRECNE,96,2022-11-20,2022-06-25,01GSTE4MBNJGDWAXDYEYTFYA6E,01GSTE4MBN4Y158D41FWETMDT6
01GSTE4MBN026G3CW58S0HWBH9,01GSTE4MBP04CVW92980DTDMJ1,7,2022-08-05,2022-03-30,01GSTE4MBQEXQMJ4QKG6T27Z2P,01GSTE4MBRJEZ3SA5PJD0529SM
01GSTE4MBRADZEFGWZ6QTG0CJM,01GSTE4MBSJXYBPX50E1W1TQA0,15,2022-11-22,2022-08-04,01GSTE4MBTAYTY0W5TM7BRH84Z,01GSTE4MBV74V8CX1CZVHCMS66
01GSTE4MBWQ5WQPCW772YA1508,01GSTE4MBWN6Z8Z71TEKDPKYZ4,81,2022-03-02,2022-01-26,01GSTE4MBYHY3A03EC9DE5K6QN,01GSTE4MBYN0QVJ3EQTTK85VQ4
01GSTE4MBZM2ZCE36JWJTSX63Z,01GSTE4MBZ82ZFZJ82NH0F0M5H,12,2022-03-31,2022-06-03,01GSTE4MC12TXT7T7GMHXRAKDD,01GSTE4MC2E66MFXW4CXKWW4JG
01GSTE4MC27JKQ6ACAP12AKXJA,01GSTE4MC311HA6KH5V1159RRV,96,2022-12-01,2022-07-30,01GSTE4MC5PXK1NFSN6BGBP4Z4,01GSTE4MC5GFKS8WAGWZ6X20S4
01GSTE4MC6B6R35Z3N88VMB684,01GSTE4MC6ZGGHZC5PGJVCHJRH,46,2022-06-29,2022-03-29,01GSTE4MC8W3XCPYSEQ82ZNDZX,01GSTE4MC9QSXMMMGB7VHCJNP4
01GSTE4MC9SCDM4ST87KDRAX1J,01GSTE4MCA3Y89VQM8AM3TNJ79,72,2022-05-01,2022-10-08,01GSTE4MCCAXG4H4KFS4GEAJRW,01GSTE4MCCBRMB7Y3QPTVT99SY
01GSTE4MCDWZHGX8T8ZEGN50DY,01GSTE4MCDNVR8ZZ22M7521RRA,2,2022-01-03,2022-01-11,01GSTE4MCF8Y4XRG20746BM0P8,01GSTE4MCGYK0GZ9641W9SXGAX
01GSTE4MCGWXAADQ552KNXQ6RC,01GSTE4MCH5P749G14M67YKW1E,74,2022-12-17,2022-03-15,01GSTE4MCK4KJZB88G92XQYH6V,01GSTE4MCMAS65N6HSQY20TMVV
01GSTE4MCMWE310XA7D05JRYP4,01GSTE4MCN8KJBY005V9MRYHZ7,22,2022-10-06,2022-08-31,01GSTE4MCPZDQR5631EH7GB243,01GSTE4MCQSV2HBWJCSWVXNJXM
01GSTE4MCQBPFV29MVDMT1EC5J,01GSTE4MCR5T97MJGATFBM3DTF,52,2022-02-19,2022-08-09,01GSTE4MCTMPE82VTXB9VCC7JQ,01GSTE4MCTRBTH42SPY3MQME0M
01GSTE4MCVZC60AEE3AQ00CEPC,01GSTE4MCV493461GZQ3EZ6J3F,85,2023-01-31,2022-03-13,01GSTE4MCX4AZHRVKPDJY8V1NG,01GSTE4MCYW0MWFR7RRGCJGYXT
01GSTE4MCY4Y6YX0QVEM54SNAF,01GSTE4MCZND2HZXFP8CNGVGXQ,74,2022-04-19,2022-10-12,01GSTE4MD0V8M7R4KEWE88B8JA,01GSTE4MD1AK220QSQQF0XP237
01GSTE4MD19JY5FXFKV00ZSG82,01GSTE4MD23WBV16HJWM23QQ23,79,2022-08-26,2022-03-15,01GSTE4MD4RRRJY88AEZBDC3Z7,01GSTE4MD4GRD6TVRNS8KWDPPY
01GSTE4MD5FWE5TA8670TAAF2V,01GSTE4MD5920D6ZWSE3XB6Y6F,35,2022-10-07,2022-01-02,01GSTE4MD7Z8289M04WA1TSG56,01GSTE4MD81RJBY12HK2764WF7
01GSTE4MD8FJ98S3N33WXVWYNZ,01GSTE4MD9AG3KSW2EFCCVTJC0,100,2022-04-07,2022-06-22,01GSTE4MDBEMH3X1KVFDZ40WJM,01GSTE4MDBF048AS56G2WESMS2
01GSTE4MDC6HGJXQ366XARADAV,01GSTE4MDCWSD1PTVWN6XRGVNH,87,2022-11-10,2022-04-06,01GSTE4MDE3S4EX7K2K7TG1TFF,01GSTE4MDEGDJK603ZXV6GMZ92
01GSTE4MDFGQJXA4BF8CNRTEER,01GSTE4MDGA6RBC3MHRNABCC7B,95,2022-09-19,2022-01-12,01GSTE4MDH83CPH58RDXPQH12C,01GSTE4MDJP59MZTKMSH73EZYX
01GSTE4MDJA7R2F7CBS9QP1GB7,01GSTE4MDKZ99WHV9A0F5HKPJM,71,2022-03-12,2022-08-11,01GSTE4MDMKHZAP4RWETX2H5E9,01GSTE4MDN23W03A3K0GQXJ98T
01GSTE4MDPBG4SNTZZJTWMMAB6,01GSTE4MDP7ECJ4SJ72G2E6P3T,11,2022-05-01,2023-01-20,01GSTE4MDR5E65D8S3EA3NHAD9,01GSTE4MDSQVHCEHZ7AXPB39P6
01GSTE4MDSTVK9P22E8VPAH14X,01GSTE4MDTR37B5V2NSJN94TZZ,8,2022-07-17,2022-04-24,01GSTE4MDWC454B0SEC54V0FGS,01GSTE4MDWJ236JCQ4PA76VYWV
01GSTE4MDXDNWAZGFV8J4E3AHC,01GSTE4MDXEMPDAN3YC2D8P1D0,81,2022-05-25,2022-11-27,01GSTE4MDZ9231YXCX0F253F2B,01GSTE4MDZW0FWBZ9Q972E1439
01GSTE4ME0F7MCY8901E0TNVKH,01GSTE4ME15CRHVR5PP2PH2Z9V,77,2022-07-30,2022-02-02,01GSTE4ME26MTPS3034XNM3SZE,01GSTE4ME3SPVX62233QFWVDMA
01GSTE4ME3VE6RC86HP87RZNAK,01GSTE4ME47GK77XPSXKYH0JJX,98,2022-11-27,2022-07-30,01GSTE4ME6NSK3WEP5HKQP0ZWQ,01GSTE4ME68F275PZTCJTB615D
01GSTE4ME7TZT4JPFF3Q67E6G8,01GSTE4ME8P5E97A0YGBK81GN5,57,2022-03-17,2022-02-16,01GSTE4ME9MRPWTBQJ8MBG7B16,01GSTE4ME98EZJBCVF5WARZ7DZ
01GSTE4MEAVYPFGBS9DCZFJ39F,01GSTE4MEBNVS2D8FN75Z05NND,5,2022-02-03,2022-10-17,01GSTE4MECWP4D5XNZN333V32W,01GSTE4MED70W5XR0J2VF9K2KV
01GSTE4MEESZZ7FDQBAEGADD31,01GSTE4MEETYQJGH3M3F3JVHMG,93,2023-02-08,2023-01-28,01GSTE4MEGYPCG3ZA7T79T33MK,01GSTE4MEHT1RYNX626NTAXN3S
01GSTE4MEHKC9KCQP6T3K0Z521,01GSTE4MEJK4ZXB0SMZ3RCFWSB,49,2022-12-14,2022-08-15,01GSTE4MEMK4ZV3E4C20WA10FZ,01GSTE4MEMNG4HGFWGZ40KS7CM
01GSTE4MENRF9S3QT843J2NME1,01GSTE4MENRNZ0Y86H8C6SDF53,45,2022-04-06,2022-02-22,01GSTE4MEQAPFP4P5EYNXXY1RE,01GSTE4MEQQSDMXWXCVDF6H3DW
01GSTE4MERME7N19G05G6RNXWA,01GSTE4MERQH00RXV4X9EMY26M,47,2023-01-21,2022-01-21,01GSTE4MES1A1W8ZBAXXFQZKQJ,01GSTE4MET5PC22QPG18VK69SS
01GSTE4MEV1KRHQ5QNKDYG12E2,01GSTE4MEV5XKXA0585TWQGFT9,22,2022-04-14,2022-04-03,01GSTE4MEX30KY9Y2J8R40KCM0,01GSTE4MEXB4D1D6WHJRD3CRHQ
01GSTE4MEYBV50V3AGRXA7GBQ7,01GSTE4MEYN4CAVEHRW8RK1504,44,2022-09-26,2022-02-24,01GSTE4MF0Q5X8MPB5Q375JAKZ,01GSTE4MF08XCEGK8XNM7YMXV6
01GSTE4MF1Y118AN4JXBDCWZYV,01GSTE4MF11DWBCP4RSKSMTMF9,41,2022-11-14,2022-08-19,01GSTE4MF27G9Z1A2E8XC7VY8Y,01GSTE4MF23HH2W1TB0PDGJDT8
01GSTE4MF2TZX1QXSV2KYF7633,01GSTE4MF350B9B76HZEBYH4BY,55,2022-07-30,2022-02-23,01GSTE4MF592BSV94S9P8KACBD,01GSTE4MF52GCS7KN38MPRV2WR
01GSTE4MF6C7FJEXZZX889SPG8,01GSTE4MF6V1552ZTV8VH84NTA,45,2022-05-06,2022-03-30,01GSTE4MF8YS7KJ8RD0SZN6B3S,01GSTE4MF8317ESB7RW0AKNDQV
01GSTE4MF9Y4V0BBPCW913W5KQ,01GSTE4MF96PHQBAH6ZMS62A56,89,2022-01-20,2022-07-14,01GSTE4MFAN6VRR26ET5M52N10,01GSTE4MFB8Q717ZYPVYA91D38
01GSTE4MFB66XW59ZJ6HYV47D1,01GSTE4MFCY33M20H1B2H1WZCW,1,2022-03-23,2022-04-11,01GSTE4MFDXPT2GMC9DR1E2WD1,01GSTE4MFD6S5PMKNCFP9G74HD
01GSTE4MFEEJ7W0VTR4TBK0N1V,01GSTE4MFE871BWJWN147E66X7,76,2022-01-06,2022-09-27,01GSTE4MFFNV2BFY96G5Y9GH7J,01GSTE4MFF0KB209QRHV2QTTW2
01GSTE4MFF7YT2TT14P6YNKN7S,01GSTE4MFG4KM6JQJ7NNJF4H0H,74,2022-11-02,2022-06-27,01GSTE4MFGTKK9G60PGPSA5P8H,01GSTE4MFH2D45339KVQ0B6E9S
01GSTE4MFH33DK5JWR70NRCX93,01GSTE4MFH4HPNRBQKEEZS4KZY,30,2022-07-22,2022-06-16,01GSTE4MFJ67S6ABCHQXJDYYY8,01GSTE4MFKWRMJ5WQ6PQ500VZ6
01GSTE4MFM0PDVBRC3TY83QRFX,01GSTE4MFMM2BQQPX433TX6B69,20,2022-11-03,2022-07-25,01GSTE4MFNXQ7BEJT6E6S82SZP,01GSTE4MFNKSY9K8REN33EYK3D
