cart_id,product_id,quantity,created_at,modified_at,user_id,order_id
01GSTC85JXWN07WC1TQKV5PBNS,01GSTC85JX5ZSQ1G3R1XZ8S2GW,87,5/9/2022,3/1/2022,01GSTC85JY9XGD59YAJNH4N3PR,01GSTC85JYFSQT1J17PPQR2XNV
01GSTC85JZ0PGAF0MJPZ5WFRR1,01GSTC85JZK4565NYK8WE5QSWG,3,1/26/2022,5/23/2022,01GSTC85MKAH90KM0750B39QD0,01GSTC85MK8V3JZXEWM9K2C2A8
01GSTC85MMBRW80GWPFF9NN6W1,01GSTC85MMF530RZDJ7V7T800K,79,12/7/2022,6/25/2022,01GSTC85MQCD3Z96SS43DB2K75,01GSTC85MQZK1YF6F2RESH76PK
01GSTC85MRSD620YS54FV6QVHF,01GSTC85MREQYHSCNGNQYVN3MD,4,1/21/2022,9/29/2022,01GSTC85MT7A542DZ17HVRH20M,01GSTC85MVQFN806SYWYW62P5Y
01GSTC85MVC97J248QT3A6302D,01GSTC85MWJFZG1ZM941TPB370,30,1/17/2023,7/18/2022,01GSTC85MYH0Q58Q97321BK3CC,01GSTC85MYBCJ6G1EMTCDYA2KD
01GSTC85MZJG1HWSHKFCWHVSCM,01GSTC85N0FCA6V963MX5K39JB,97,5/7/2022,12/26/2022,01GSTC85N1B8FFSA55FGBDRYW6,01GSTC85N146TF1BRW1C1WBJGA
01GSTC85N22SXKWQYWDKJRRB6P,01GSTC85N2JT6YFECBFXR4NQC3,2,10/3/2022,8/7/2022,01GSTC85N44M5S9CRS6KP985NV,01GSTC85N46XYX3G9QQSYN4MEY
01GSTC85N5T2PJGV7D38N63Y5S,01GSTC85N5REZ75DXPXQ0MGQ2J,79,12/30/2022,2/8/2023,01GSTC85N7RXM77ERSFYH7ENT4,01GSTC85N7E0391H8J1197175Y
01GSTC85N76977GCM4498WDZ7C,01GSTC85N8M1Q8D471W4ZCTZN6,18,12/11/2022,4/12/2022,01GSTC85N91AJMTS209TYK3YSW,01GSTC85NAES6AVZZ31WH9NTVJ
01GSTC85NBCBA3WC4CBXP7J04A,01GSTC85NCX0MJBDXDJ7N9G722,77,11/24/2022,5/14/2022,01GSTC85NDRQGCDQ0015FAA73G,01GSTC85NDV9BT5Y2MX2HPGKVT
01GSTC85NEKT2GR27XAZ18S8BZ,01GSTC85NEDXKWS3K9V1DYB4WR,96,6/23/2022,4/4/2022,01GSTC85NGFAT85C638XNECKYH,01GSTC85NGHDCCWFN4Q29AKE4Y
01GSTC85NGSRDWXBJ5CFCAZN5E,01GSTC85NH8T1R9WJXMWN0FBWB,34,9/18/2022,2/16/2023,01GSTC85NJ1Z90PY1VZTW3YQ9E,01GSTC85NKD45F326H2XRQMT6F
01GSTC85NKATFAY7EDFTMJBR85,01GSTC85NKK3Q0CMXAQPTATD8J,4,5/7/2022,12/6/2022,01GSTC85NRGDK434XZVDQRWS9E,01GSTC85NRWNMZAW1PFZXSZYAP
01GSTC85NS8TRT81M7KQHZ59YP,01GSTC85NSNT5VEAAC9ZTYJ7DT,78,10/30/2022,4/25/2022,01GSTC85NVN0GBEC4KRGYG6V56,01GSTC85NV2F5R6B9FB5CB92HE
01GSTC85NXBBFMPSVSJ298NF7M,01GSTC85NXCFZB54BS2888C302,7,1/10/2023,1/22/2022,01GSTC85NZNVZFJ8AM7TG63024,01GSTC85NZ026ASWDD35J2Z5DK
01GSTC85P00ADS1Y6EDR0E1K0S,01GSTC85P2WWW4FNJJYB8N2ANQ,85,3/15/2022,7/2/2022,01GSTC85P3HXM4T5MBXXGH6BAC,01GSTC85P43VTQ38DXZRDTWD38
01GSTC85P4SSRXVJN5A1YQWFTZ,01GSTC85P4YW10P7GFCVSDXKGB,27,9/12/2022,2/27/2022,01GSTC85P6P6WMXVSGP8AP62W9,01GSTC85P7N0YP6C2EC8VRD6V5
01GSTC85P7VJGNEXD95E3M3CWF,01GSTC85P8VWYESFXE2GX3XE8F,86,12/18/2022,4/5/2022,01GSTC85PBE9X6WPWFMDNSJXAF,01GSTC85PCNC1A86SDCM30T3XR
01GSTC85PC37N3BTNK05NATWJD,01GSTC85PD2ZWTE684NSY7HJ3J,73,2/20/2023,3/24/2022,01GSTC85PEQZ87GQFGMTZF2SZZ,01GSTC85PE3P263S4JG7XK75TM
01GSTC85PF6BTRKBMD2YN6DTFV,01GSTC85PF1HWF6SGMX6SSMGY2,70,4/19/2022,1/17/2022,01GSTC85PGHBXEZFQEFCZPBG15,01GSTC85PH16P1EA3F3RQBE76K
01GSTC85PHZ7N87XCZM5GME8VA,01GSTC85PK0BFMGKVWQEGBWJP2,65,8/23/2022,1/27/2022,01GSTC85PM1HJNZY2Z1D7N29MR,01GSTC85PMJ4QEMTAK1XM358DT
01GSTC85PN95ZM5W79DEMCKGD7,01GSTC85PNG29NM43BTGSC313X,97,7/5/2022,4/18/2022,01GSTC85PPJM7ZTHN0N5BFTMGG,01GSTC85PQPV3M5DDD7MENSXF9
01GSTC85PQJ2XGE1N9MNTKZ346,01GSTC85PRW6457E4A2RBE793K,60,10/9/2022,7/28/2022,01GSTC85PSP01KK4BNW1FGM1C0,01GSTC85PTCGF6N2ZPCWGDZ37T
01GSTC85PT9RPCAFNMDSH7N8BK,01GSTC85PVBBJSF8DYJVBXNB27,30,4/7/2022,6/19/2022,01GSTC85PW6H5PSGZBQNJ4QYYP,01GSTC85PWAYWG0F8GMN0DRQ0H
01GSTC85PX01K93G5QDASGH2KB,01GSTC85PX043FPK29P13SCWS2,67,4/24/2022,9/29/2022,01GSTC85PZX2SV98JDA9HYBDK2,01GSTC85PZS9181M94RD2179RR
01GSTC85PZFT5AXQMDFVC8RWDG,01GSTC85Q0RCWHQR22PGXPMT72,75,7/7/2022,5/9/2022,01GSTC85Q1KG4J9D1D6NY28CMR,01GSTC85Q284K2K04HTCDAX23M
01GSTC85Q29QA14XBVFMQ0AP6H,01GSTC85Q2Q9ZZHJH2QK4VYY0S,92,11/10/2022,7/8/2022,01GSTC85Q4YAYXK44J0TVWX3KW,01GSTC85Q4QCGJY1WCX11Z1284
01GSTC85Q4JFS6GAV9YD2VH29E,01GSTC85Q4VQR98DS0XBEF3MXJ,24,1/21/2023,1/2/2022,01GSTC85Q64GPAP87QQTENA7GG,01GSTC85Q7FMZ9ADTV1R39VJTH
01GSTC85Q8FP3SH5XJ07FC8PD1,01GSTC85Q8DK92P1YT0VFDP61W,21,9/19/2022,6/19/2022,01GSTC85Q9VGJWJ5DEMHTXM9JJ,01GSTC85Q9KE2HKKH377Y6JHNY
01GSTC85QABS2MWHMTJ7YBZHGV,01GSTC85QB7QPPC6JH1XKM6EXB,24,2/6/2023,2/8/2022,01GSTC85QD21AE4DC6J61TQDQT,01GSTC85QDRGMRNKAVTZA1W4HH
01GSTC85QE3MBYRQKQFM42SYST,01GSTC85QEE4S83B6ABYYN2EE3,64,10/12/2022,4/28/2022,01GSTC85QH0MQJ5AP91VTXMBEN,01GSTC85QHVMT8CTSQBSX8JSJM
01GSTC85QJ1TN094RHTPXQFQ03,01GSTC85QJ560WPX202690DMRP,83,12/16/2022,3/30/2022,01GSTC85QN46SAYZJNJZPSZ0SB,01GSTC85QP519CBVV17V44CSTZ
01GSTC85QPJ254PT9KM14E6TWJ,01GSTC85QPJB90H951R8RPP84T,99,12/30/2022,1/19/2022,01GSTC85QRNCCCB0AS28AKMAFJ,01GSTC85QSHZ3WD1274QP0GYY6
01GSTC85QT1GHBDHAC32F5BXFY,01GSTC85QT9QVS5T9VN5YZQPEK,22,11/25/2022,12/22/2022,01GSTC85QVWSXCX78W83MBSPBY,01GSTC85QW738FH3VE4AQRAS88
01GSTC85QYY5Q8Y1S0H1E57QAG,01GSTC85QYRJXBMAXK1ZZ1RGJ8,34,1/16/2022,10/14/2022,01GSTC85QZE1C63VFBC5NK2QTV,01GSTC85R0JZ4MSA1H2DJRBJ67
01GSTC85R0WKM0M5T7FGWQVND0,01GSTC85R0HJZJW2C5JZKCW6WJ,38,1/24/2022,5/13/2022,01GSTC85R2AGS1JBD64ZN2GW63,01GSTC85R24XY5YNK573F5XC25
01GSTC85R3E4E4SFYVHV878EYA,01GSTC85R39QZH0FA6J5QZFCYH,6,8/10/2022,7/14/2022,01GSTC85R7D8HP0MNHSPVZXRMF,01GSTC85R7P58R4MEXDEP8WQGC
01GSTC85R8YWXV9AR3T7M341KD,01GSTC85R8GQVYJ54AVSRDZ7HP,65,1/26/2023,5/9/2022,01GSTC85R9XQWGEZV7N2K0GGMX,01GSTC85RAHPR9KRFRZ3QPCVC4
01GSTC85RB3AC736727HTY5MAS,01GSTC85RB86SA7NXGGDTDPR5P,2,2/11/2022,6/22/2022,01GSTC85RDFM723N7JN5987BF8,01GSTC85REHAC70EDRM0T53BKB
01GSTC85RGWJ0TD8YA08R5BEY2,01GSTC85RG5PYYB5FXN9PWEH8Q,31,9/13/2022,8/16/2022,01GSTC85RJ3XFW803400Y6M4MR,01GSTC85RJW85GW5RHJ8S3KGJY
01GSTC85RK8ME468RKCDWBMMP5,01GSTC85RKNPKA2EZ7102Z77YE,68,4/24/2022,6/6/2022,01GSTC85RN01ZE383Z2CDMRV5J,01GSTC85RPAE1P8HKPAVTH9KV6
01GSTC85RPQG8MWX3QY76RCRZ6,01GSTC85RQAKCRAFGCBGH0RFWR,84,12/30/2022,2/10/2023,01GSTC85RT81JV3JZ6M40WFCNH,01GSTC85RVPDKAJ4ZQ6DE8JZG7
01GSTC85RVFVX7DSJWD2B62PYD,01GSTC85RW02EEDM99RN41QV9T,41,4/1/2022,3/29/2022,01GSTC85RXE149QYE8MHJ9GFBX,01GSTC85RYKA2QYJSF35FV57CQ
01GSTC85RZ376HZK8TA2MN1RPS,01GSTC85RZ3PMM9JX81TTCMM29,1,4/6/2022,5/18/2022,01GSTC85S24D7EQHQZVH1MX6B3,01GSTC85S3HZ22YM0D93K9879C
01GSTC85S425652MGQZBPW22TF,01GSTC85S5NW81DSEWAQ6J62S6,77,2/1/2022,2/9/2023,01GSTC85S6QV9PWQFMMEYEG0XV,01GSTC85S64Q6AE28YV653XPGH
01GSTC85S7Z1HKJK4HP5XMGNYC,01GSTC85S77TCEEBPBM44DE6DB,17,3/8/2022,12/29/2022,01GSTC85S9PNQ645RHN5EEHDPG,01GSTC85S915GSPRC5BZQB0FQ4
01GSTC85SAXYRM8M4YWCN1FDN7,01GSTC85SA04D5AV8CQAZNETKG,67,5/9/2022,4/22/2022,01GSTC85SCBWC42SFYE95K4QE9,01GSTC85SC5J27FZJDZM2W1SDP
01GSTC85SDFMKSQSGCD01AAM6H,01GSTC85SD7NXCJB43VXHV5XGP,69,11/30/2022,8/22/2022,01GSTC85SES5VA85WDC9SWAZE3,01GSTC85SE3K9BEDWZBASFC25D
01GSTC85SFQEE6DX8KT6GXKPD2,01GSTC85SF34Q23PA7H9D5QEXS,80,11/21/2022,11/24/2022,01GSTC85SG2802M72N9TG9TVAH,01GSTC85SGY89BZ0VCNP7KZCY2
01GSTC85SH7A21J3ZAJ53NN65N,01GSTC85SJ3FHX9KAME8RZV888,45,8/2/2022,2/14/2023,01GSTC85SKT6XQ409CQ1EGNEYY,01GSTC85SKXV5C9BNT1MXSFTS5
01GSTC85SMPTF5NBTP2DNSPSTD,01GSTC85SMPRH8JYZJE0P80MQX,48,5/29/2022,1/11/2022,01GSTC85SPYCRTDRW5B8V76G8Y,01GSTC85SQM0ZDG6Y08VVXPV65
01GSTC85SQYPZRMJPC88H8VZAH,01GSTC85SQZ226B60ETNPC0JJW,66,7/20/2022,8/22/2022,01GSTC85SRH32GBF4FWESRHVT8,01GSTC85SSPJ4AV2EDX04PE8BY
01GSTC85SSD13DY73R4GPQ82M8,01GSTC85SSB2SRF4Y9S7W6TWTY,77,8/13/2022,3/10/2022,01GSTC85STZQ8Z01C7H2XP1VSE,01GSTC85SV9K3V1CWXA5SDHHHN
01GSTC85SVGVJMBCZ587WBDGDS,01GSTC85SW7BY1DW5HW650WEAD,70,2/12/2022,8/8/2022,01GSTC85SYAQZ6CSAX3YJVN6V7,01GSTC85SZEBMC1N4836KBG9S7
01GSTC85SZFMPDXGFXMXA1JHX0,01GSTC85T1H7JHD1ZJ35M0E2T7,69,1/22/2022,2/22/2022,01GSTC85T3S186X0BTGW4SX19E,01GSTC85T398QB97XYEK42JDF0
01GSTC85T3S7R6ENF562HT0WZE,01GSTC85T4SVY44CE0EMNERK2H,69,3/11/2022,1/7/2022,01GSTC85T5RKWYPRZBAYJ77FZZ,01GSTC85T53P4A2G9QVGSTD7NJ
01GSTC85T689VFQ1N7Z6AQMC6X,01GSTC85T6HSKVZFD34MDTGG08,22,10/18/2022,10/10/2022,01GSTC85T75G97JQZ4463WGERQ,01GSTC85T8A5RKPKKVJ0WNSDTG
01GSTC85T8SE7TV811YK09CXX2,01GSTC85T8TBGVPZYT546T43E8,40,2/25/2022,6/24/2022,01GSTC85TA17Q2F3RXWXHDVY5W,01GSTC85TAPR1RRVBVZVAXNKPW
01GSTC85TB3P0K18AMWJW7TD8D,01GSTC85TBDQ9FNY755KG4SJ6Q,75,5/17/2022,10/22/2022,01GSTC85TCJVP0CBFKD5QQQXKW,01GSTC85TDN6ARSPWR3CGV5273
01GSTC85TDW6BBWAPTCVMYQ4BX,01GSTC85TDBZAS6N82VY236EWJ,90,4/6/2022,3/13/2022,01GSTC85TGKT1VMZDEGMREHAB1,01GSTC85THB84F68XQ8JA3G4Z3
01GSTC85THDC7DHCDQYXSZ9VZX,01GSTC85TJBE1469BV9B5AWZ65,89,12/20/2022,9/1/2022,01GSTC85TPGTWADRTBTKAYJAK8,01GSTC85TPMCWC3XWQE5JRPY82
01GSTC85TQ71JRPM7PS84D7NAM,01GSTC85TQY75BB3MDNJ675YC8,91,3/27/2022,12/20/2022,01GSTC85TSP583X0CFAEVBBZEC,01GSTC85TT7113E11MQBAY9EMH
01GSTC85TTQ7KWE2KHQNB6NJPV,01GSTC85TVZJ2PNPAYSSN9ASMW,60,7/16/2022,8/29/2022,01GSTC85TWKWZX1X2J0W1D0K50,01GSTC85TW66JNSPWP2HQEAR0E
01GSTC85TY2NZTN5PH26S3YY2A,01GSTC85TYSWDX0E5ZWWAHZRDH,99,6/24/2022,5/30/2022,01GSTC85V1WRGNT35FS6J3570F,01GSTC85V1K93JBSNQM9JFJ6QH
01GSTC85V1D84GH07MESCDH4Y0,01GSTC85V20J303R5DQK48N80B,62,4/2/2022,12/1/2022,01GSTC85V3SJBB2WTKDPBT62BQ,01GSTC85V3B2H0AMJAAD4DN1F6
01GSTC85V4NC3K05C5F3B2MTRV,01GSTC85V4V0DDQ615DRTCG4WX,85,5/2/2022,4/23/2022,01GSTC85V77YJNC8PC34MGRWV7,01GSTC85V7RKP7WMWQQAKWX2NY
01GSTC85V82JYZ1KTEKCPJF6RC,01GSTC85V8XN02JV2MWFAD87BZ,69,1/30/2022,5/9/2022,01GSTC85VASW765GCFRMTHP1T3,01GSTC85VBVTMKCDXE3J9R4S7C
01GSTC85VB9RGQJJYZS3B6EZM2,01GSTC85VBV2R5NZY1N0T5H85E,87,8/28/2022,2/6/2022,01GSTC85VDH4288JG52ZAG3188,01GSTC85VECQCGRCCFVDW5DPN7
01GSTC85VF8JH3T189SHV9QHZ2,01GSTC85VFESR080DYKVDRGAVB,18,4/23/2022,7/14/2022,01GSTC85VGXDV9TC6QMNP67FKQ,01GSTC85VGYJE4ESRRFDP98X99
01GSTC85VHTRS3HSQJ5GTFGM0D,01GSTC85VH5N2YHMHVT0TRZ148,88,2/15/2023,5/17/2022,01GSTC85VMTG7QTBFCFY0TZVVM,01GSTC85VMG7SVRM3Y94DV93H1
01GSTC85VNWD1BJMB9H0W5KS8T,01GSTC85VP5EKTTC73T4BPPDQW,42,9/11/2022,4/12/2022,01GSTC85VQKHVHHEEKMVKQRD2C,01GSTC85VQP86DTGMZ9AJAFZPD
01GSTC85VREKDSJGQ2RX6X65SN,01GSTC85VREZ1SGND2AHE6FGCS,68,6/22/2022,1/25/2022,01GSTC85VSK6DQSWTP6P4Q9CZ4,01GSTC85VSR2SDAC0B16S8419G
01GSTC85VTMT04Y6G3WMXEXD0A,01GSTC85VTSYEZC86A4M3W0TSB,31,12/4/2022,3/3/2022,01GSTC85VVJE05S61GJ1JFRC9D,01GSTC85VWCSW4SBKS1RWJ821K
01GSTC85VX2JPSP5WVD28MDV27,01GSTC85VX9MJKHM4C3JYF1BRJ,94,3/16/2022,6/19/2022,01GSTC85VZEBB7BAVE734V22M8,01GSTC85W0HWHXPWHDE8M6X3KT
01GSTC85W0H5X5VYV91NSVKY1K,01GSTC85W1D0343VVZ47QW38JC,9,10/21/2022,11/19/2022,01GSTC85W41TKZ2TSWPE5H9192,01GSTC85W4DDGCQJSTZN5THD5W
01GSTC85W5AQC4SCDM2WZBWZSS,01GSTC85W5T2HMDFNAXT210J5N,85,1/30/2022,7/20/2022,01GSTC85W8KATSWEBXJ0CPCSBT,01GSTC85W8CYBQ06MTY7CSVCCP
